current_tick,occupation_rate
61.0,5.555555555555555
62.0,5.555555555555555
63.0,5.555555555555555
64.0,5.555555555555555
65.0,5.555555555555555
66.0,5.555555555555555
67.0,5.555555555555555
68.0,5.555555555555555
69.0,5.555555555555555
70.0,5.555555555555555
71.0,5.555555555555555
72.0,5.555555555555555
73.0,5.555555555555555
74.0,5.555555555555555
75.0,5.555555555555555
76.0,5.555555555555555
77.0,5.555555555555555
78.0,5.555555555555555
79.0,5.555555555555555
80.0,5.555555555555555
81.0,5.555555555555555
82.0,5.555555555555555
83.0,5.555555555555555
84.0,5.555555555555555
85.0,5.555555555555555
86.0,5.555555555555555
87.0,5.555555555555555
88.0,5.555555555555555
89.0,5.555555555555555
90.0,5.555555555555555
91.0,5.555555555555555
92.0,5.555555555555555
93.0,5.555555555555555
94.0,5.555555555555555
95.0,5.555555555555555
96.0,5.555555555555555
97.0,5.555555555555555
98.0,5.555555555555555
99.0,5.555555555555555
100.0,5.555555555555555
101.0,5.555555555555555
102.0,5.555555555555555
103.0,5.555555555555555
104.0,5.555555555555555
105.0,5.555555555555555
106.0,5.555555555555555
107.0,5.555555555555555
108.0,5.555555555555555
109.0,5.555555555555555
110.0,5.555555555555555
111.0,5.555555555555555
112.0,5.555555555555555
113.0,5.555555555555555
114.0,5.555555555555555
115.0,5.555555555555555
116.0,5.555555555555555
117.0,5.555555555555555
118.0,5.555555555555555
119.0,5.555555555555555
120.0,5.555555555555555
121.0,5.555555555555555
122.0,5.555555555555555
123.0,5.555555555555555
124.0,5.555555555555555
125.0,5.555555555555555
126.0,5.555555555555555
127.0,5.555555555555555
128.0,5.555555555555555
129.0,5.555555555555555
130.0,5.555555555555555
131.0,5.555555555555555
132.0,5.555555555555555
133.0,5.555555555555555
134.0,5.555555555555555
135.0,5.555555555555555
136.0,5.555555555555555
137.0,5.555555555555555
138.0,5.555555555555555
139.0,5.555555555555555
140.0,5.555555555555555
141.0,5.555555555555555
142.0,5.555555555555555
143.0,5.555555555555555
144.0,5.555555555555555
145.0,5.555555555555555
146.0,5.555555555555555
147.0,5.555555555555555
148.0,5.555555555555555
149.0,5.555555555555555
150.0,5.555555555555555
151.0,5.555555555555555
152.0,5.555555555555555
153.0,5.555555555555555
154.0,5.555555555555555
155.0,5.555555555555555
156.0,5.555555555555555
157.0,5.555555555555555
158.0,5.555555555555555
159.0,5.555555555555555
160.0,5.555555555555555
161.0,5.555555555555555
162.0,5.555555555555555
163.0,5.555555555555555
164.0,5.555555555555555
165.0,5.555555555555555
166.0,5.555555555555555
167.0,5.555555555555555
168.0,5.555555555555555
169.0,5.555555555555555
170.0,5.555555555555555
171.0,5.555555555555555
172.0,5.555555555555555
173.0,5.555555555555555
174.0,5.555555555555555
175.0,5.555555555555555
176.0,5.555555555555555
177.0,5.555555555555555
178.0,5.555555555555555
179.0,5.555555555555555
180.0,5.555555555555555
181.0,5.555555555555555
182.0,5.555555555555555
183.0,5.555555555555555
184.0,5.555555555555555
185.0,5.555555555555555
186.0,5.555555555555555
187.0,5.555555555555555
188.0,5.555555555555555
189.0,5.555555555555555
190.0,5.555555555555555
191.0,5.555555555555555
192.0,5.555555555555555
193.0,5.555555555555555
194.0,5.555555555555555
195.0,5.555555555555555
196.0,5.555555555555555
197.0,5.555555555555555
198.0,5.555555555555555
199.0,5.555555555555555
200.0,5.555555555555555
201.0,5.555555555555555
202.0,5.555555555555555
203.0,5.555555555555555
204.0,5.555555555555555
205.0,5.555555555555555
206.0,5.555555555555555
207.0,5.555555555555555
208.0,5.555555555555555
209.0,5.555555555555555
210.0,5.555555555555555
211.0,5.555555555555555
212.0,5.555555555555555
213.0,5.555555555555555
214.0,5.555555555555555
215.0,5.555555555555555
216.0,5.555555555555555
217.0,5.555555555555555
218.0,5.555555555555555
219.0,5.555555555555555
220.0,5.555555555555555
221.0,5.555555555555555
222.0,5.555555555555555
223.0,5.555555555555555
224.0,5.555555555555555
225.0,5.555555555555555
226.0,5.555555555555555
227.0,5.555555555555555
228.0,5.555555555555555
229.0,5.555555555555555
230.0,5.555555555555555
231.0,5.555555555555555
232.0,5.555555555555555
233.0,5.555555555555555
234.0,5.555555555555555
235.0,5.555555555555555
236.0,5.555555555555555
237.0,5.555555555555555
238.0,5.555555555555555
239.0,5.555555555555555
240.0,5.555555555555555
241.0,5.555555555555555
242.0,5.555555555555555
243.0,5.555555555555555
244.0,5.555555555555555
245.0,5.555555555555555
246.0,5.555555555555555
247.0,5.555555555555555
248.0,5.555555555555555
249.0,5.555555555555555
250.0,5.555555555555555
251.0,5.555555555555555
252.0,5.555555555555555
253.0,11.11111111111111
254.0,11.11111111111111
255.0,11.11111111111111
256.0,11.11111111111111
257.0,11.11111111111111
258.0,11.11111111111111
259.0,11.11111111111111
260.0,11.11111111111111
261.0,11.11111111111111
262.0,11.11111111111111
263.0,11.11111111111111
264.0,11.11111111111111
265.0,11.11111111111111
266.0,11.11111111111111
267.0,11.11111111111111
268.0,5.555555555555555
269.0,5.555555555555555
270.0,5.555555555555555
271.0,5.555555555555555
272.0,5.555555555555555
273.0,5.555555555555555
274.0,5.555555555555555
275.0,5.555555555555555
276.0,5.555555555555555
277.0,5.555555555555555
278.0,5.555555555555555
279.0,5.555555555555555
280.0,5.555555555555555
281.0,5.555555555555555
282.0,5.555555555555555
283.0,5.555555555555555
284.0,5.555555555555555
285.0,5.555555555555555
286.0,5.555555555555555
287.0,5.555555555555555
288.0,5.555555555555555
289.0,5.555555555555555
290.0,5.555555555555555
291.0,5.555555555555555
292.0,5.555555555555555
293.0,5.555555555555555
294.0,5.555555555555555
295.0,5.555555555555555
296.0,5.555555555555555
297.0,5.555555555555555
298.0,5.555555555555555
299.0,5.555555555555555
300.0,5.555555555555555
301.0,5.555555555555555
302.0,5.555555555555555
303.0,5.555555555555555
304.0,5.555555555555555
305.0,5.555555555555555
306.0,5.555555555555555
307.0,5.555555555555555
308.0,5.555555555555555
309.0,5.555555555555555
310.0,5.555555555555555
311.0,5.555555555555555
312.0,5.555555555555555
313.0,5.555555555555555
314.0,5.555555555555555
315.0,5.555555555555555
316.0,5.555555555555555
317.0,5.555555555555555
318.0,5.555555555555555
319.0,5.555555555555555
320.0,5.555555555555555
321.0,5.555555555555555
322.0,5.555555555555555
323.0,5.555555555555555
324.0,5.555555555555555
325.0,5.555555555555555
326.0,5.555555555555555
327.0,5.555555555555555
328.0,5.555555555555555
329.0,5.555555555555555
330.0,5.555555555555555
331.0,5.555555555555555
332.0,5.555555555555555
335.0,5.555555555555555
336.0,5.555555555555555
337.0,5.555555555555555
338.0,5.555555555555555
339.0,5.555555555555555
340.0,5.555555555555555
341.0,5.555555555555555
342.0,5.555555555555555
343.0,5.555555555555555
344.0,5.555555555555555
345.0,5.555555555555555
346.0,5.555555555555555
347.0,5.555555555555555
348.0,5.555555555555555
349.0,5.555555555555555
350.0,5.555555555555555
351.0,5.555555555555555
352.0,5.555555555555555
353.0,5.555555555555555
354.0,5.555555555555555
355.0,5.555555555555555
356.0,5.555555555555555
357.0,5.555555555555555
358.0,5.555555555555555
359.0,5.555555555555555
360.0,5.555555555555555
361.0,5.555555555555555
362.0,5.555555555555555
363.0,5.555555555555555
364.0,5.555555555555555
365.0,5.555555555555555
366.0,5.555555555555555
367.0,5.555555555555555
368.0,5.555555555555555
369.0,5.555555555555555
370.0,5.555555555555555
371.0,5.555555555555555
372.0,5.555555555555555
373.0,5.555555555555555
374.0,5.555555555555555
375.0,5.555555555555555
376.0,5.555555555555555
377.0,5.555555555555555
378.0,5.555555555555555
379.0,5.555555555555555
380.0,5.555555555555555
381.0,5.555555555555555
382.0,5.555555555555555
383.0,5.555555555555555
384.0,5.555555555555555
385.0,5.555555555555555
386.0,5.555555555555555
387.0,5.555555555555555
388.0,5.555555555555555
389.0,5.555555555555555
390.0,5.555555555555555
391.0,5.555555555555555
392.0,5.555555555555555
393.0,5.555555555555555
394.0,5.555555555555555
395.0,5.555555555555555
396.0,5.555555555555555
397.0,5.555555555555555
398.0,5.555555555555555
399.0,5.555555555555555
400.0,5.555555555555555
401.0,5.555555555555555
402.0,5.555555555555555
403.0,5.555555555555555
404.0,5.555555555555555
405.0,5.555555555555555
406.0,5.555555555555555
407.0,5.555555555555555
408.0,5.555555555555555
409.0,5.555555555555555
410.0,5.555555555555555
411.0,5.555555555555555
412.0,5.555555555555555
413.0,5.555555555555555
414.0,5.555555555555555
415.0,5.555555555555555
416.0,5.555555555555555
417.0,5.555555555555555
418.0,5.555555555555555
419.0,5.555555555555555
420.0,5.555555555555555
421.0,5.555555555555555
422.0,5.555555555555555
423.0,5.555555555555555
424.0,5.555555555555555
425.0,5.555555555555555
426.0,5.555555555555555
427.0,5.555555555555555
428.0,5.555555555555555
429.0,5.555555555555555
430.0,5.555555555555555
