current_tick,Admission,Assign,Diagnose,Discharge,Recovery,Transfer,Treatment
929,0,0,0,1,3,0,3
930,0,0,0,1,3,0,3
931,0,0,0,1,3,0,3
932,0,0,0,1,3,0,3
933,0,0,0,1,3,0,3
934,0,0,0,1,3,0,3
935,0,0,0,1,3,0,3
936,0,0,0,1,3,0,3
937,0,0,0,1,3,0,3
938,0,0,0,1,3,0,3
939,0,0,0,1,2,0,4
940,0,0,0,1,2,0,4
941,0,0,0,1,2,0,4
942,0,0,0,1,2,0,4
943,0,0,0,1,2,0,4
944,0,0,0,1,2,0,4
945,0,0,0,1,3,0,3
946,0,0,0,1,3,0,3
947,0,0,0,1,3,0,3
948,0,0,0,1,3,0,3
949,0,0,0,1,2,0,4
950,0,0,0,1,2,0,4
951,0,0,0,1,2,0,4
952,0,0,0,1,1,0,5
953,0,0,0,1,1,0,5
954,0,0,0,1,1,0,5
955,0,0,0,1,2,0,4
956,0,0,0,1,3,0,3
957,0,0,0,0,3,0,3
958,0,1,0,0,4,0,1
959,0,1,0,0,4,0,1
960,0,1,0,0,4,0,1
961,0,1,0,0,4,0,1
962,0,1,0,0,4,0,1
963,0,1,0,0,4,0,1
964,0,0,0,0,4,1,1
965,0,0,0,0,4,1,1
966,0,0,0,0,4,1,1
967,0,0,0,0,5,1,0
968,0,0,0,0,5,1,0
969,0,0,0,0,5,1,0
970,0,0,0,0,4,1,1
971,0,0,0,0,4,1,1
972,0,0,0,0,4,1,1
973,0,1,0,0,3,1,1
974,0,1,0,0,3,1,1
975,0,1,1,0,3,0,1
976,0,1,1,0,2,0,2
977,0,0,1,0,2,1,2
978,0,0,1,0,2,1,2
979,0,0,1,0,2,1,2
980,0,0,1,0,1,1,3
981,0,0,1,0,1,1,3
982,0,0,1,0,1,1,3
983,0,0,1,0,1,1,3
984,0,0,1,0,1,1,3
985,0,0,1,0,1,1,3
986,0,0,1,0,1,0,3
987,0,0,1,0,1,0,4
988,0,0,1,0,1,0,4
989,0,0,1,0,1,0,4
990,0,0,1,0,1,0,4
991,0,0,1,0,1,0,4
992,0,0,1,0,1,0,4
993,0,0,1,0,1,0,4
994,0,0,1,0,1,0,4
995,0,1,1,0,1,0,4
996,0,1,1,0,1,0,4
997,0,1,1,0,1,0,4
998,0,1,1,0,1,0,4
999,0,1,0,0,1,0,4
1000,1,0,0,0,1,0,5
1001,1,1,0,0,0,0,5
1002,1,1,0,0,0,0,5
1003,1,1,0,0,0,0,5
1004,1,1,0,0,0,0,5
1005,1,1,0,0,0,0,5
1006,1,1,0,0,0,0,5
1007,1,0,0,0,0,1,5
1008,1,0,0,0,0,1,5
1009,1,0,0,0,0,1,5
1010,1,0,0,0,0,1,5
1011,1,0,0,0,0,1,5
1012,1,0,0,0,0,1,5
1013,1,0,0,0,0,1,5
1014,1,0,0,0,0,1,5
1015,1,0,0,0,0,1,5
1016,1,0,0,0,0,1,5
1017,1,0,1,0,0,0,5
1018,1,0,1,0,0,0,5
1019,1,0,1,0,0,0,5
1020,1,0,1,0,0,0,5
1021,1,0,1,0,0,0,5
1022,1,0,1,0,0,0,5
1023,1,0,1,0,0,0,5
1024,1,0,1,0,1,0,4
1025,1,0,1,0,1,0,4
1026,1,0,1,0,1,0,4
1027,1,0,1,0,2,0,3
1028,1,0,0,0,2,0,4
1029,1,0,0,0,2,0,4
1030,1,0,0,0,2,0,4
1031,1,0,0,0,2,0,4
1032,1,0,0,0,2,0,4
1033,1,0,0,0,2,0,4
1034,1,0,0,0,2,0,4
1035,1,0,0,0,2,0,4
1036,1,1,0,0,1,0,4
1037,1,1,0,0,2,0,3
1038,1,1,0,0,2,0,3
1039,1,1,0,0,2,0,3
1040,1,1,0,0,1,1,3
1041,1,1,0,0,1,1,3
1042,1,2,0,0,0,1,3
1043,1,2,0,0,0,1,3
1044,1,2,0,0,0,1,3
1045,1,1,0,0,0,2,3
1046,1,1,0,0,0,2,3
1047,1,1,0,0,0,2,3
1048,1,1,0,0,0,2,3
1049,1,1,0,0,0,2,3
1050,1,1,0,0,1,3,2
1051,1,1,0,0,1,3,2
1052,1,1,1,0,1,2,2
1053,1,1,1,0,1,2,2
1054,2,0,1,0,1,2,2
1055,2,0,2,0,1,1,2
1056,2,0,2,0,1,1,2
1057,2,0,2,0,1,1,2
1058,2,0,2,1,0,1,2
1059,2,0,2,1,0,1,2
1060,2,0,2,1,0,1,2
1061,2,0,3,1,0,0,2
1062,2,0,3,1,0,0,2
1063,2,0,2,1,0,0,3
1064,2,0,1,1,0,0,4
1065,2,0,1,1,0,0,4
1066,2,0,1,1,0,0,4
1067,2,0,0,1,0,0,4
1068,2,0,0,1,0,0,5
1069,2,0,0,1,0,0,5
1070,2,0,0,1,0,0,5
1071,2,0,0,1,0,0,5
1072,2,0,0,1,0,0,5
1073,2,0,0,1,0,0,5
1074,2,0,0,1,1,0,4
1075,2,0,0,1,1,0,4
1076,2,0,0,1,1,0,4
1077,2,1,0,1,1,0,4
1078,2,1,0,1,1,0,4
1079,1,1,1,1,1,0,4
1080,1,1,1,1,1,0,4
1081,1,1,1,1,1,0,4
1082,1,1,1,1,1,0,4
1083,2,0,1,1,1,0,4
1084,2,0,1,1,1,0,4
1085,2,0,1,1,1,0,4
1086,2,0,1,1,1,0,4
1087,2,0,1,1,2,0,3
1088,2,0,1,1,2,0,3
1089,2,0,0,1,2,0,3
1090,2,0,0,1,2,0,4
1091,2,0,0,1,2,0,4
1092,2,0,0,1,2,0,4
1093,2,0,0,1,2,0,4
1094,1,0,1,1,2,0,4
1095,1,0,1,1,2,0,4
1096,1,0,1,1,3,0,3
1097,1,0,1,1,3,0,3
1098,1,0,1,1,3,0,3
1099,1,0,1,1,3,0,3
1100,1,0,1,1,3,0,3
1101,1,0,1,1,3,0,3
1102,1,0,1,1,3,0,3
1103,1,0,1,1,3,0,3
1104,1,0,1,1,3,0,3
1105,1,0,1,1,3,0,3
1106,1,0,0,1,3,0,3
1107,1,0,0,1,3,0,4
1108,1,1,0,1,2,0,4
1109,1,1,0,1,2,0,4
1110,1,1,0,1,2,0,4
1111,1,1,0,1,2,0,4
1112,1,0,0,1,2,1,4
1113,1,0,0,1,2,1,4
1114,1,0,0,1,3,1,3
1115,1,0,0,1,3,1,3
1116,1,0,0,1,3,1,3
1117,1,0,0,1,3,1,3
1118,1,0,0,1,3,1,3
1119,1,0,0,1,3,1,3
1120,1,0,0,1,3,1,3
1121,1,0,0,1,3,1,3
1122,1,0,1,1,3,0,3
1123,1,0,1,1,3,0,3
1124,1,0,1,1,3,0,3
1125,0,0,2,1,3,0,3
1126,0,0,2,1,3,0,3
1127,0,0,2,1,3,0,3
1128,0,0,2,1,3,0,3
1129,0,0,1,1,3,0,4
1130,0,0,1,1,3,0,4
1131,0,0,1,1,3,0,4
1132,0,0,1,0,3,0,4
1133,0,0,1,0,3,0,4
1134,0,0,1,0,3,0,4
1135,0,0,0,0,3,0,5
1136,0,0,0,0,3,0,5
1137,0,0,0,0,3,0,5
1138,0,0,0,0,3,0,5
1139,0,0,0,0,3,0,5
1140,0,0,0,0,3,0,5
1141,0,0,0,0,3,0,5
1142,0,0,0,0,3,0,5
1143,0,0,0,1,2,0,5
1144,0,0,0,1,2,0,5
1145,0,0,0,1,2,0,5
1146,0,0,0,1,2,0,5
1147,0,0,0,1,2,0,5
1148,0,0,0,1,2,0,5
1149,0,1,0,2,2,0,4
1150,0,1,0,2,2,0,4
1151,0,1,0,2,2,0,4
1152,0,1,0,2,1,0,5
1153,0,2,0,2,1,0,4
1154,0,2,0,2,1,0,4
1155,1,1,0,2,1,0,4
1156,1,1,0,1,1,0,4
1157,1,1,0,1,1,0,4
1158,1,1,0,1,1,0,4
1159,1,0,0,1,1,1,4
1160,1,0,0,1,1,1,4
1161,1,0,0,1,1,1,4
1162,1,0,0,1,1,1,4
1163,1,0,0,1,1,1,4
1164,1,0,0,1,1,1,4
1165,1,0,0,1,1,1,4
1166,0,0,1,1,1,1,4
1167,0,0,1,1,1,1,4
1168,0,0,2,1,1,0,4
1169,0,1,2,1,0,0,4
1170,0,1,2,1,0,0,4
1171,0,1,2,1,0,0,4
1172,0,1,2,1,0,0,4
1173,0,0,2,1,0,1,4
1174,0,0,2,1,0,1,4
1175,0,0,1,1,0,1,4
1176,0,0,1,1,0,1,5
1177,0,0,1,1,0,1,5
1178,0,0,0,1,0,1,5
1179,0,0,0,1,0,1,6
1180,0,0,0,1,0,1,6
1181,0,0,0,1,0,1,6
1182,0,0,0,1,0,1,6
1183,0,0,0,1,0,1,6
1184,0,0,1,1,0,0,6
1185,0,0,1,1,0,0,6
1186,0,0,1,1,0,0,6
1187,0,0,1,1,0,0,6
1188,0,0,1,1,0,0,6
1189,0,0,1,1,1,0,5
1190,0,0,1,1,1,0,5
1191,0,0,1,1,1,0,5
1192,0,0,0,1,1,0,5
1193,0,0,0,1,1,0,6
1194,0,0,0,0,1,0,6
1195,0,0,0,0,1,0,6
1196,0,0,0,0,1,0,6
1197,0,0,0,1,1,0,5
1198,0,0,0,1,1,0,5
1199,0,0,0,1,1,0,5
1200,0,0,0,1,1,0,5
1201,0,0,0,1,2,0,4
1202,0,0,0,1,2,0,4
1203,0,0,0,0,2,0,4
1204,0,0,0,0,2,0,4
1205,0,0,0,0,2,0,4
1206,0,0,0,0,2,0,4
1207,0,0,0,0,2,0,4
1208,0,0,0,0,2,0,4
1209,0,0,0,0,1,0,5
1210,0,0,0,0,0,0,6
1211,0,0,0,0,0,0,6
1212,0,0,0,0,0,0,6
1213,0,0,0,0,0,0,6
1214,0,0,0,0,0,0,6
1215,0,0,0,0,0,0,6
1216,0,0,0,0,0,0,6
1217,0,0,0,0,1,0,5
1218,0,0,0,0,1,0,5
1219,0,1,0,0,1,0,5
1220,0,1,0,0,1,0,5
1221,0,1,0,0,1,0,5
1222,0,1,0,0,1,0,5
1223,0,1,0,0,1,0,5
1224,1,0,0,0,1,0,5
1225,1,0,0,0,1,0,5
1226,1,0,0,0,1,0,5
1227,1,0,0,0,1,0,5
1228,1,0,0,0,1,0,5
1229,1,0,0,0,1,0,5
1230,1,0,0,0,1,0,5
1231,1,0,0,0,1,0,5
1232,1,0,0,0,1,0,5
1233,1,0,0,0,1,0,5
1234,1,0,0,0,1,0,5
1235,1,0,0,0,1,0,5
1236,1,0,0,0,1,0,5
1237,1,0,0,0,1,0,5
1238,1,0,0,0,0,0,6
1239,1,0,0,0,0,0,6
1240,1,0,0,0,0,0,6
1241,1,0,0,0,0,0,6
1242,1,0,0,0,0,0,6
1243,1,0,0,0,0,0,6
1244,1,0,0,0,1,0,5
1245,1,0,0,0,2,0,4
1246,1,0,0,0,2,0,4
1247,1,0,0,0,2,0,4
1248,0,0,1,0,2,0,4
1249,0,0,1,0,2,0,4
1250,0,0,1,0,3,0,3
1251,0,0,1,0,3,0,3
1252,0,0,1,0,3,0,3
1253,0,0,0,0,3,0,4
1254,0,0,0,0,3,0,4
1255,0,0,0,0,3,0,4
1256,0,0,0,0,3,0,4
1257,0,0,0,0,3,0,4
1258,0,0,0,0,3,0,4
1259,0,0,0,0,3,0,4
1260,0,0,0,1,2,0,4
1261,0,0,0,1,2,0,4
1262,0,0,0,1,2,0,4
1263,0,0,0,1,2,0,4
1264,0,0,0,1,2,0,4
1265,0,0,0,1,2,0,4
1266,0,0,0,0,2,0,4
1267,0,0,0,0,2,0,4
1268,0,0,0,0,2,0,4
1269,0,0,0,0,2,0,4
1270,0,0,0,0,2,0,4
1271,0,0,0,0,2,0,4
1272,0,0,0,0,2,0,4
1273,0,0,0,0,2,0,4
1274,0,0,0,0,2,0,4
1275,0,0,0,0,1,0,5
1276,0,1,0,0,2,0,4
1277,0,1,0,0,2,0,4
1278,0,1,0,0,2,0,4
1279,0,1,0,0,2,0,4
1280,0,1,0,1,1,0,4
1281,1,0,0,1,1,0,4
1282,1,0,0,1,2,0,3
1283,1,0,0,1,2,0,3
1284,1,0,0,1,2,0,3
1285,1,0,0,1,2,0,3
1286,1,0,0,1,2,0,3
1287,1,0,0,0,2,0,3
1288,1,0,0,0,2,0,3
1289,1,0,0,0,2,0,3
1290,1,0,0,0,2,0,3
1291,1,0,0,0,2,0,3
1292,1,0,0,0,3,0,2
1293,1,0,0,0,3,0,2
1294,1,0,0,0,3,0,2
1295,1,0,0,0,3,0,2
1296,1,0,0,0,3,0,2
1297,1,0,0,0,4,0,1
1298,0,0,1,0,4,0,1
1299,0,0,1,0,4,0,1
1300,0,0,1,0,4,0,1
1301,0,0,1,1,3,0,1
1302,0,0,1,1,3,0,1
1303,0,0,1,1,3,0,1
1304,0,0,1,1,3,0,1
1305,0,0,1,1,3,0,1
1306,0,0,1,1,3,0,1
1307,0,0,1,1,3,0,1
1308,0,0,1,1,3,0,1
1309,0,0,1,1,3,0,1
1310,0,0,1,1,3,0,1
1311,0,0,0,1,2,0,3
1312,0,0,0,1,2,0,3
1313,0,0,0,1,2,0,3
1314,0,0,0,1,2,0,3
1315,0,0,0,1,2,0,3
1316,0,0,0,1,2,0,3
1317,0,0,0,1,2,0,3
1318,0,0,0,1,2,0,3
1319,0,0,0,1,3,0,2
1320,0,0,0,1,2,0,3
1321,0,0,0,1,2,0,3
1322,0,0,0,1,2,0,3
1323,0,0,0,1,2,0,3
1324,0,0,0,1,2,0,3
1325,0,0,0,1,2,0,3
1326,0,0,0,1,2,0,3
1327,0,0,0,1,2,0,3
1328,0,0,0,1,2,0,3
1329,0,0,0,1,2,0,3
1330,0,0,0,1,2,0,3
1331,0,0,0,1,2,0,3
1332,0,0,0,1,2,0,3
1333,0,0,0,1,2,0,3
1334,0,0,0,1,2,0,3
1335,0,0,0,1,2,0,3
1336,0,0,0,1,2,0,3
1337,0,1,0,1,2,0,2
1338,0,1,0,1,2,0,2
1339,0,1,0,1,2,0,2
1340,0,1,0,2,1,0,2
1341,0,1,0,2,1,0,2
1342,0,0,0,2,1,1,2
1343,0,0,0,2,1,1,2
1344,0,0,0,2,1,1,2
1345,0,0,0,2,1,1,2
1346,0,0,0,2,1,1,2
1347,0,0,0,1,1,1,2
1348,0,0,0,1,1,1,2
1349,0,0,0,1,1,1,2
1350,0,0,1,1,1,0,2
1351,0,0,1,1,1,0,2
1352,0,0,1,0,1,0,2
1353,0,0,1,0,1,0,2
1354,0,0,1,0,2,0,1
1355,0,0,1,0,1,0,2
1356,0,0,1,0,1,0,2
1357,0,0,1,0,1,0,2
1358,0,0,1,0,1,0,2
1359,0,0,1,0,1,0,2
1360,0,0,0,0,1,0,2
1361,0,0,0,0,1,0,3
1362,0,0,0,0,1,0,3
1363,0,0,0,0,1,0,3
1364,0,0,0,0,2,0,2
1365,0,0,0,0,2,0,2
1366,0,0,0,0,2,0,2
1367,0,0,0,0,2,0,2
1368,0,0,0,0,2,0,2
1369,0,0,0,0,2,0,2
1370,0,0,0,0,2,0,2
1371,0,1,0,0,1,0,2
1372,0,1,0,0,1,0,2
1373,0,1,0,0,1,0,2
1374,0,1,0,0,0,0,3
1375,0,1,0,0,0,0,3
1376,0,0,0,0,0,1,3
1377,0,0,0,0,0,1,3
1378,0,0,0,0,0,1,3
1379,0,0,0,0,0,1,3
1380,0,0,0,0,0,1,3
1381,0,0,0,0,0,1,3
1382,0,0,0,0,0,1,3
1383,0,0,0,0,0,1,3
1384,0,0,0,0,0,1,3
1385,0,0,0,0,0,1,3
1386,0,0,1,0,0,0,3
1387,0,0,1,0,0,0,3
1388,0,0,1,0,0,0,3
1389,0,0,1,0,0,0,3
1390,0,1,1,0,0,0,3
1391,0,1,1,0,0,0,3
1392,0,1,1,0,0,0,3
1393,0,1,1,0,0,0,3
1394,0,1,0,0,0,0,3
1395,1,0,0,0,0,0,4
1396,1,0,0,0,0,0,4
1397,1,0,0,0,0,0,4
1398,1,0,0,0,0,0,4
1399,1,0,0,0,0,0,4
1400,1,0,0,0,0,0,4
1401,1,0,0,0,0,0,4
1402,1,0,0,0,0,0,4
1403,1,0,0,0,0,0,4
1404,1,0,0,0,0,0,4
1405,1,0,0,0,0,0,4
1406,0,0,1,0,0,0,4
1407,0,0,1,0,1,0,3
1408,0,0,1,0,1,0,3
1409,0,0,1,0,1,0,3
1410,0,0,1,0,1,0,3
1411,0,0,1,0,1,0,3
1412,0,0,1,0,2,0,2
1413,0,0,1,0,2,0,2
1414,0,0,1,0,2,0,2
1415,0,0,1,0,2,0,2
1416,0,0,1,0,1,0,3
1417,0,0,1,0,1,0,3
1418,0,0,1,0,1,0,3
1419,0,0,0,0,1,0,3
1420,0,0,0,0,2,0,3
1421,0,0,0,0,2,0,3
1422,0,0,0,0,2,0,3
1423,0,0,0,0,2,0,3
1424,0,0,0,0,2,0,3
1425,0,0,0,0,2,0,3
1426,0,0,0,0,2,0,3
1427,0,0,0,0,3,0,2
1428,0,0,0,0,3,0,2
1429,0,0,0,0,3,0,2
1430,0,0,0,0,3,0,2
1431,0,0,0,0,3,0,2
1432,0,0,0,0,3,0,2
1433,0,0,0,0,3,0,2
1434,0,0,0,0,3,0,2
1435,0,0,0,0,3,0,2
1436,0,0,0,0,3,0,2
1437,0,0,0,0,3,0,2
1438,0,0,0,0,3,0,2
1439,0,0,0,0,3,0,2
1440,0,0,0,0,3,0,2
1441,0,0,0,0,2,0,3
1442,0,0,0,0,2,0,3
1443,0,0,0,0,2,0,3
1444,0,0,0,0,2,0,3
1445,0,0,0,0,2,0,3
1446,0,0,0,0,4,0,1
1447,0,0,0,0,4,0,1
1448,0,0,0,0,5,0,0
1449,0,0,0,0,5,0,0
1450,0,0,0,0,5,0,0
1451,0,0,0,0,5,0,0
1452,0,0,0,0,5,0,0
1453,0,0,0,0,5,0,0
1454,0,0,0,0,5,0,0
1455,0,0,0,0,4,0,1
1456,0,0,0,0,4,0,1
1457,0,0,0,0,4,0,1
1458,0,0,0,1,3,0,1
1459,0,0,0,1,3,0,1
1460,0,0,0,1,3,0,1
1461,0,0,0,1,3,0,1
1462,0,0,0,1,4,0,0
1463,0,0,0,1,3,0,1
1464,0,0,0,0,3,0,1
1465,0,0,0,0,3,0,1
1466,0,0,0,0,3,0,1
1467,0,0,0,0,2,0,2
1468,0,0,0,0,1,0,3
1469,0,0,0,0,1,0,3
1470,0,0,0,0,1,0,3
1471,0,0,0,0,1,0,3
1472,0,0,0,0,1,0,3
1473,0,0,0,0,2,0,2
1474,0,0,0,0,2,0,2
1475,0,0,0,0,3,0,1
1476,0,0,0,0,3,0,1
1477,0,0,0,0,3,0,1
1478,0,0,0,0,3,0,1
1479,0,0,0,0,3,0,1
1480,0,0,0,0,3,0,1
1481,0,0,0,0,3,0,1
1482,0,0,0,0,3,0,1
1483,0,0,0,0,3,0,1
1484,0,0,0,0,3,0,1
1485,0,0,0,0,3,0,1
1486,0,0,0,0,3,0,1
1487,0,0,0,0,3,0,1
1488,0,0,0,0,3,0,1
1489,0,0,0,0,3,0,1
1490,0,0,0,0,3,0,1
1491,0,0,0,0,3,0,1
1492,0,0,0,0,3,0,1
1493,0,0,0,0,3,0,1
1494,0,0,0,0,3,0,1
1495,0,0,0,0,3,0,1
1496,0,0,0,0,3,0,1
1497,0,0,0,0,3,0,1
1498,0,0,0,0,3,0,1
1499,0,0,0,0,3,0,1
1500,0,0,0,0,3,0,1
1501,0,0,0,0,3,0,1
1502,0,0,0,0,3,0,1
1503,0,1,0,0,3,0,1
1504,0,1,0,0,3,0,1
1505,0,1,0,1,2,0,1
1506,0,1,0,1,2,0,1
1507,0,2,0,1,1,0,1
1508,1,1,0,1,1,0,1
1509,1,1,0,1,1,0,1
1510,1,1,0,1,1,0,1
1511,1,1,0,0,1,0,1
1512,1,0,0,0,1,1,1
1513,1,0,0,1,0,1,1
1514,1,0,0,1,1,1,0
1515,1,0,0,1,1,1,0
1516,1,0,0,1,1,1,0
1517,1,0,0,1,1,1,0
1518,1,0,0,1,1,1,0
1519,0,0,1,0,1,1,0
1520,0,0,1,0,1,1,0
1521,0,0,1,0,1,1,0
1522,0,0,2,0,1,0,0
1523,0,0,2,0,1,0,0
1524,0,0,2,0,1,0,0
1525,0,0,2,0,1,0,0
1526,0,0,2,0,1,0,0
1527,0,0,2,0,1,0,0
1528,0,0,2,0,0,0,1
1529,0,0,1,0,0,0,2
1530,0,0,1,0,0,0,2
1531,0,0,1,0,0,0,2
1532,0,0,1,0,0,0,2
1533,0,0,0,0,0,0,2
1534,0,0,0,0,0,0,3
1535,0,0,0,0,0,0,3
1536,0,0,0,0,0,0,3
1537,0,0,0,0,0,0,3
1538,0,0,0,0,0,0,3
1539,0,0,0,0,0,0,3
1540,0,0,0,0,0,0,3
1541,0,0,0,0,0,0,3
1542,0,0,0,0,0,0,3
1543,0,0,0,0,0,0,3
1544,0,0,0,0,0,0,3
1545,0,0,0,0,0,0,3
1546,0,0,0,0,0,0,3
1547,0,0,0,0,0,0,3
1548,0,0,0,0,0,0,3
1549,0,0,0,0,0,0,3
1550,0,0,0,0,0,0,3
1551,0,0,0,0,0,0,3
1552,0,0,0,0,0,0,3
1553,0,0,0,0,0,0,3
1554,0,0,0,0,0,0,3
1555,0,0,0,0,0,0,3
1556,0,0,0,0,0,0,3
1557,0,0,0,0,0,0,3
1558,0,0,0,0,0,0,3
1559,0,0,0,0,0,0,3
1560,0,0,0,0,1,0,2
1561,0,0,0,0,1,0,2
1562,0,0,0,0,2,0,1
1563,0,0,0,0,2,0,1
1564,0,0,0,0,2,0,1
1565,0,0,0,0,2,0,1
1566,0,0,0,0,2,0,1
1567,0,0,0,0,2,0,1
1568,0,0,0,0,1,0,2
1569,0,0,0,0,1,0,2
1570,0,0,0,0,1,0,2
1571,0,0,0,0,1,0,2
1572,0,0,0,0,1,0,2
1573,0,0,0,0,1,0,2
1574,0,0,0,0,1,0,2
1575,0,0,0,0,1,0,2
1576,0,0,0,0,1,0,2
1577,0,0,0,0,1,0,2
1578,0,0,0,0,0,0,3
1579,0,0,0,0,0,0,3
1580,0,0,0,0,0,0,3
1581,0,0,0,0,0,0,3
1582,0,0,0,0,0,0,3
1583,0,0,0,0,0,0,3
1584,0,0,0,0,0,0,3
1585,0,0,0,0,0,0,3
1586,0,0,0,0,0,0,3
1587,0,0,0,0,0,0,3
1588,0,0,0,0,0,0,3
1589,0,0,0,0,0,0,3
1590,0,0,0,0,0,0,3
1591,0,0,0,0,0,0,3
1592,0,1,0,0,0,0,3
1593,0,1,0,0,0,0,3
1594,0,1,0,0,0,0,3
1595,0,1,0,0,0,0,3
1596,0,1,0,0,0,0,3
1597,0,1,0,0,1,0,2
1598,1,0,0,0,1,0,2
1599,1,0,0,0,1,0,2
1600,1,0,0,0,1,0,2
1601,1,0,0,0,1,0,2
1602,1,0,0,0,1,0,2
1603,1,0,0,0,1,0,2
1604,0,0,1,0,1,0,2
1605,0,0,1,0,1,0,2
1606,0,0,1,0,1,0,2
1607,0,0,1,0,1,0,2
1608,0,0,1,0,1,0,2
1609,0,0,1,0,1,0,2
1610,0,0,1,0,2,0,1
1611,0,0,1,0,2,0,1
1612,0,0,0,0,2,0,1
1613,0,0,0,0,1,0,3
1614,0,0,0,0,1,0,3
1615,0,0,0,0,1,0,3
1616,0,0,0,0,1,0,3
1617,0,0,0,0,1,0,3
1618,0,0,0,0,1,0,3
1619,0,0,0,0,1,0,3
1620,0,0,0,0,1,0,3
1621,0,1,0,0,0,0,3
1622,0,1,0,0,0,0,3
1623,0,1,0,0,0,0,3
1624,0,1,0,0,0,0,3
1625,0,1,0,0,0,0,3
1626,0,0,0,0,0,1,3
1627,0,0,0,0,0,1,3
1628,0,0,0,0,0,1,3
1629,0,0,0,0,0,1,3
1630,0,0,0,0,0,1,3
1631,0,0,0,0,0,1,3
1632,0,0,0,0,0,1,3
1633,0,0,0,0,0,1,3
1634,0,0,0,0,0,1,3
1635,0,0,0,0,0,1,3
1636,0,0,0,0,1,1,2
1637,0,0,1,0,1,0,2
1638,0,0,1,0,1,0,2
1639,0,0,1,0,1,0,2
1640,0,0,1,0,1,0,2
1641,0,0,1,0,1,0,2
1642,0,0,1,0,1,0,2
1643,0,0,1,0,1,0,2
1644,0,0,1,0,1,0,2
1645,0,1,1,0,1,0,2
1646,0,1,0,0,1,0,2
1647,0,1,0,0,1,0,3
1648,0,1,0,0,1,0,3
1649,0,1,0,0,0,0,4
1650,1,0,0,0,0,0,4
1651,1,0,0,0,0,0,4
1652,1,0,0,0,1,0,3
1653,1,0,0,0,1,0,3
1654,1,0,0,0,1,0,3
1655,1,0,0,0,1,0,3
1656,1,0,0,0,1,0,3
1657,1,0,0,0,1,0,3
1658,1,0,0,0,2,0,2
1659,1,0,0,0,2,0,2
1660,0,0,1,0,2,0,2
1661,0,0,1,0,2,0,2
1662,0,0,1,0,2,0,2
1663,0,0,1,0,2,0,2
1664,0,0,1,0,2,0,2
1665,0,0,1,0,2,0,2
1666,0,0,1,0,1,0,3
1667,0,1,0,0,1,0,2
1668,0,1,0,0,1,0,3
1669,0,1,0,0,1,0,3
1670,0,1,0,0,0,0,4
1671,0,1,0,0,0,0,4
1672,0,0,0,0,1,1,3
1673,0,0,0,0,1,1,3
1674,0,0,0,0,1,1,3
1675,0,0,0,0,1,1,3
1676,0,0,0,0,1,1,3
1677,0,0,0,0,2,1,2
1678,0,0,0,0,2,1,2
1679,0,0,0,0,2,1,2
1680,0,0,0,0,3,1,1
1681,0,0,0,0,3,1,1
1682,0,0,1,0,3,0,1
1683,0,0,1,0,3,0,1
1684,0,0,1,0,2,0,2
1685,0,0,1,0,2,0,2
1686,0,0,1,0,2,0,2
1687,0,0,1,0,2,0,2
1688,0,0,1,0,2,0,2
1689,0,0,1,0,2,0,2
1690,0,0,1,0,2,0,2
1691,0,0,0,0,2,0,2
1692,0,0,0,0,3,0,2
1693,0,0,0,0,3,0,2
1694,0,0,0,0,2,0,3
1695,0,0,0,0,2,0,3
1696,0,0,0,0,3,0,2
1697,0,0,0,0,3,0,2
1698,0,0,0,0,3,0,2
1699,0,0,0,0,4,0,1
1700,0,0,0,0,4,0,1
1701,0,1,0,0,3,0,1
1702,0,1,0,0,3,0,1
1703,0,1,0,0,3,0,1
1704,0,1,0,0,3,0,1
1705,0,1,0,0,3,0,1
1706,0,0,0,0,3,1,1
1707,0,0,0,0,3,1,1
1708,0,0,0,0,2,1,2
1709,0,0,0,0,2,1,2
1710,0,0,0,0,2,1,2
1711,0,0,0,0,2,1,2
1712,0,0,0,0,2,1,2
1713,0,0,0,0,2,1,2
1714,0,0,0,0,2,1,2
1715,0,0,0,0,3,1,1
1716,0,0,0,0,3,1,1
1717,0,0,1,0,3,0,1
1718,0,0,1,0,3,0,1
1719,0,0,1,0,3,0,1
1720,0,0,1,0,3,0,1
1721,0,0,1,0,3,0,1
1722,0,0,1,0,3,0,1
1723,0,0,1,0,3,0,1
1724,0,0,1,0,3,0,1
1725,0,0,1,0,3,0,1
1726,0,0,1,0,3,0,1
1727,0,0,0,0,3,0,2
1728,0,0,0,0,3,0,2
1729,0,0,0,0,4,0,1
1730,0,0,0,0,4,0,1
1731,0,0,0,0,4,0,1
1732,0,0,0,0,4,0,1
1733,0,0,0,1,3,0,1
1734,0,0,0,1,4,0,0
1735,0,0,0,1,4,0,0
1736,0,0,0,1,4,0,0
1737,0,0,0,1,4,0,0
1738,0,0,0,1,4,0,0
1739,0,0,0,1,4,0,0
1740,0,0,0,1,4,0,0
1741,0,0,0,0,4,0,0
1742,0,0,0,0,4,0,0
1743,0,0,0,1,2,0,1
1744,0,0,0,1,2,0,1
1745,0,0,0,1,2,0,1
1746,0,0,0,1,2,0,1
1747,0,0,0,1,1,0,2
1748,0,0,0,1,1,0,2
1749,0,0,0,1,1,0,2
1750,0,0,0,1,1,0,2
1751,0,0,0,1,1,0,2
1752,0,0,0,1,1,0,2
1753,0,0,0,1,1,0,2
